like1,parx,pary,parz,simulation_0,chain
inf,-0.8237,-8.05,-5.5,inf,1.0
inf,-5.77,0.0466,1.41,inf,1.0
inf,-5.04,-4.508,-5.996,inf,1.0
inf,-6.61,6.906,1.145,inf,1.0
63300.0,-4.984,-0.148,-2.709,63300.0,1.0
23620.0,4.12,1.62,2.432,23620.0,1.0
inf,1.159,-7.03,-5.17,inf,1.0
inf,-4.633,-9.73,7.38,inf,1.0
inf,-9.055,1.141,-0.931,inf,1.0
inf,5.082,2.816,-7.293,inf,1.0
44830.0,2.818,-4.242,0.68,44830.0,1.0
63740.0,-4.645,-1.59,-7.527,63740.0,1.0
inf,-6.64,-0.956,-2.172,inf,1.0
28800.0,-0.3193,-4.02,-0.2947,28800.0,1.0
inf,-9.96,2.19,-9.46,inf,1.0
inf,-8.21,-7.047,-2.607,inf,1.0
inf,-3.883,-8.88,9.375,inf,1.0
inf,-3.965,8.95,3.049,inf,1.0
inf,-2.82,6.836,-4.223,inf,1.0
inf,-2.447,-4.574,-2.525,inf,1.0
inf,5.453,0.7705,3.744,inf,1.0
26130.0,3.373,3.99,1.545,26130.0,1.0
inf,-9.984,-3.33,-1.042,inf,1.0
inf,9.87,-6.12,-5.71,inf,1.0
inf,8.914,2.475,-9.39,inf,1.0
inf,1.578,9.06,6.38,inf,1.0
inf,-4.98,-3.035,8.59,inf,1.0
inf,-5.36,-4.707,6.832,inf,1.0
inf,1.079,8.63,1.571,inf,1.0
inf,8.64,-0.8896,-3.566,inf,1.0
inf,9.69,1.073,-8.6,inf,1.0
59840.0,5.04,1.042,3.51,59840.0,1.0
inf,7.54,6.395,7.98,inf,1.0
16660.0,-3.23,-0.6514,-6.16,16660.0,1.0
inf,-9.66,9.77,-1.0625,inf,1.0
inf,0.3936,7.29,2.533,inf,1.0
inf,9.52,-4.85,1.715,inf,1.0
inf,-6.914,8.67,3.215,inf,1.0
53380.0,-0.1487,4.375,-3.535,53380.0,1.0
inf,-7.36,9.625,-6.996,inf,1.0
inf,9.164,-0.208,-2.104,inf,1.0
inf,4.16,5.152,-3.281,inf,1.0
inf,8.46,6.773,0.6865,inf,1.0
43620.0,-1.397,-3.465,-8.15,43620.0,1.0
inf,-8.625,-0.9766,8.33,inf,1.0
inf,-1.161,-7.49,-8.79,inf,1.0
inf,9.59,7.78,1.159,inf,1.0
inf,9.62,-3.258,0.529,inf,1.0
2912.0,-2.229,1.891,-0.846,2912.0,1.0
inf,-2.873,-5.84,-0.3142,inf,1.0
15.29,0.4324,-0.1812,0.01663,15.29,1.0
inf,5.37,6.85,6.453,inf,1.0
inf,-8.44,-7.625,-3.96,inf,1.0
13680.0,-0.1399,3.709,2.666,13680.0,1.0
30160.0,3.998,2.4,-5.06,30160.0,1.0
11740.0,2.59,0.08496,8.58,11740.0,1.0
inf,-8.5,7.547,9.8,inf,1.0
45220.0,1.483,3.549,-8.62,45220.0,1.0
35840.0,-2.957,3.988,-2.416,35840.0,1.0
inf,-7.676,9.11,-1.21,inf,1.0
inf,-6.367,-1.192,-0.518,inf,1.0
inf,-4.773,7.266,2.201,inf,1.0
inf,-6.297,-0.6025,-9.76,inf,1.0
inf,6.273,0.9653,-9.125,inf,1.0
inf,5.484,2.77,2.906,inf,1.0
inf,-4.074,-4.324,-9.77,inf,1.0
1264.0,-2.143,2.164,7.258,1264.0,1.0
18860.0,2.457,-3.623,3.38,18860.0,1.0
inf,6.28,-8.0,4.375,inf,1.0
inf,3.994,7.547,5.773,inf,1.0
inf,-7.92,-5.125,-6.09,inf,1.0
inf,-3.506,5.773,0.2515,inf,1.0
inf,-9.49,3.55,-3.82,inf,1.0
inf,5.43,-9.45,-2.908,inf,1.0
inf,5.64,-7.14,-5.086,inf,1.0
inf,-7.2,-8.73,-9.35,inf,1.0
inf,-0.0426,5.45,2.39,inf,1.0
inf,-3.55,-6.86,-9.15,inf,1.0
inf,3.809,-7.04,-7.074,inf,1.0
inf,6.81,-0.2261,3.307,inf,1.0
5850.0,2.045,0.584,-6.406,5850.0,1.0
45980.0,-0.6567,-4.89,3.166,45980.0,1.0
inf,-5.57,8.65,-7.613,inf,1.0
inf,4.18,9.17,2.08,inf,1.0
26100.0,-3.941,3.13,-0.5347,26100.0,1.0
inf,-2.87,9.14,-8.04,inf,1.0
inf,-0.0648,-7.895,-9.74,inf,1.0
38460.0,-3.133,-4.082,2.855,38460.0,1.0
11930.0,-1.307,1.531,-8.57,11930.0,1.0
inf,-5.305,-3.158,6.086,inf,1.0
inf,-5.473,2.197,9.79,inf,1.0
5890.0,-0.1521,2.734,0.3064,5890.0,1.0
10530.0,1.75,-0.373,-9.53,10530.0,1.0
24850.0,-2.7,-3.502,0.799,24850.0,1.0
59360.0,-4.598,-1.597,-6.17,59360.0,1.0
inf,4.613,5.34,-1.026,inf,1.0
16780.0,2.887,-0.7295,-8.73,16780.0,1.0
inf,-6.074,-4.473,0.5977,inf,1.0
inf,-7.04,-9.31,1.496,inf,1.0
inf,2.393,5.977,9.336,inf,1.0
inf,-7.92,-8.266,4.73,inf,1.0
inf,-7.312,7.84,6.367,inf,1.0
inf,-8.66,6.48,6.18,inf,1.0
inf,6.63,4.227,-5.727,inf,1.0
inf,4.44,-4.008,-3.62,inf,1.0
inf,-6.47,-3.344,2.89,inf,1.0
inf,4.76,5.426,1.503,inf,1.0
inf,4.383,9.336,-5.39,inf,1.0
12810.0,-3.352,-0.0676,-0.2673,12810.0,1.0
inf,1.14,5.098,-3.502,inf,1.0
inf,5.33,-4.96,8.016,inf,1.0
inf,-9.74,4.78,-0.2389,inf,1.0
inf,-7.707,-1.259,7.74,inf,1.0
5970.0,-2.328,2.033,-2.8,5970.0,1.0
inf,7.152,3.922,-4.156,inf,1.0
inf,3.264,-5.4,-4.074,inf,1.0
inf,0.73,-6.582,9.48,inf,1.0
27040.0,-3.879,1.114,9.96,27040.0,1.0
inf,9.3,9.56,-0.3835,inf,1.0
inf,-9.58,-3.08,0.03004,inf,1.0
7736.0,2.074,-1.28,8.43,7736.0,1.0
1594.0,-1.08,-1.254,-1.591,1594.0,1.0
inf,7.0,-4.87,-9.68,inf,1.0
inf,-1.101,6.75,2.184,inf,1.0
inf,-9.14,7.28,-3.922,inf,1.0
inf,-6.758,1.98,2.615,inf,1.0
inf,-7.613,-0.6157,2.807,inf,1.0
inf,9.42,7.465,-5.01,inf,1.0
inf,-8.13,6.375,-3.305,inf,1.0
inf,-9.664,-7.086,-4.53,inf,1.0
inf,8.95,5.883,6.99,inf,1.0
29300.0,3.23,4.875,7.566,29300.0,1.0
inf,-7.934,-2.025,1.219,inf,1.0
5336.0,-1.376,-2.656,1.351,5336.0,1.0
inf,6.188,-0.7637,-6.39,inf,1.0
inf,-9.51,-3.51,-3.021,inf,1.0
57570.0,-5.062,3.223,1.835,57570.0,1.0
inf,5.047,3.38,-3.502,inf,1.0
inf,-4.758,-5.91,8.23,inf,1.0
7900.0,1.4,-0.7563,9.03,7900.0,1.0
inf,-2.215,-6.715,-9.68,inf,1.0
inf,-6.848,3.906,-5.43,inf,1.0
inf,-2.963,6.766,9.75,inf,1.0
11950.0,-0.7925,-2.01,-6.57,11950.0,1.0
inf,9.2,-3.555,5.55,inf,1.0
inf,-8.43,-0.81,4.035,inf,1.0
inf,3.953,-6.027,5.57,inf,1.0
inf,-6.89,7.543,5.29,inf,1.0
inf,-0.4285,8.664,4.09,inf,1.0
inf,-6.168,-0.1683,3.457,inf,1.0
inf,7.715,-8.164,-3.465,inf,1.0
22860.0,3.105,4.164,3.266,22860.0,1.0
inf,-9.914,-3.059,1.942,inf,1.0
inf,6.0,-7.56,-3.324,inf,1.0
inf,0.6904,6.87,-0.4495,inf,1.0
inf,-5.918,1.731,-7.855,inf,1.0
inf,5.105,7.72,-0.529,inf,1.0
inf,-8.914,-3.193,-2.033,inf,1.0
inf,6.55,2.156,3.812,inf,1.0
inf,5.06,7.715,-5.883,inf,1.0
1813.0,1.221,1.232,-2.73,1813.0,1.0
inf,9.266,8.01,8.984,inf,1.0
inf,8.266,-5.43,9.54,inf,1.0
38560.0,3.584,-2.88,-3.465,38560.0,1.0
inf,-9.914,-3.908,4.84,inf,1.0
inf,-9.695,2.45,-1.743,inf,1.0
inf,4.668,-7.91,-9.15,inf,1.0
inf,-5.65,-8.0,3.799,inf,1.0
inf,6.22,-6.32,2.846,inf,1.0
inf,-2.732,-6.582,2.598,inf,1.0
inf,4.492,6.33,5.137,inf,1.0
inf,-5.137,-8.53,3.621,inf,1.0
inf,-8.93,9.766,8.43,inf,1.0
inf,-7.242,3.543,-2.953,inf,1.0
inf,6.223,7.62,1.128,inf,1.0
inf,0.75,-5.99,-8.734,inf,1.0
inf,0.79,8.67,3.262,inf,1.0
inf,5.707,-0.2551,7.31,inf,1.0
inf,-6.305,-2.006,4.754,inf,1.0
5880.0,2.1,2.379,-1.736,5880.0,1.0
inf,-8.9,5.254,9.98,inf,1.0
23950.0,-0.321,-4.504,5.51,23950.0,1.0
inf,8.086,6.2,-2.256,inf,1.0
inf,5.344,-2.299,2.572,inf,1.0
inf,9.055,-7.35,-7.152,inf,1.0
inf,4.902,8.86,-9.51,inf,1.0
inf,9.03,-3.766,6.605,inf,1.0
10570.0,3.145,2.484,-0.9478,10570.0,1.0
inf,6.938,2.709,6.32,inf,1.0
inf,-9.38,-6.312,-5.22,inf,1.0
inf,6.754,-9.9,-9.11,inf,1.0
inf,1.027,6.73,7.113,inf,1.0
inf,4.56,6.52,-4.57,inf,1.0
38500.0,4.04,-2.568,1.322,38500.0,1.0
inf,-7.812,1.875,7.36,inf,1.0
inf,-4.477,-5.35,9.71,inf,1.0
1423.0,0.2128,-0.5386,-3.434,1423.0,1.0
inf,-9.45,-7.008,-4.836,inf,1.0
31580.0,0.4507,3.951,-1.758,31580.0,1.0
4304.0,1.668,1.603,9.016,4304.0,1.0
inf,1.59,7.695,5.176,inf,1.0
inf,8.51,-1.828,-1.362,inf,1.0
inf,-9.82,9.516,5.562,inf,1.0
48740.0,-2.154,-4.414,-0.656,48740.0,1.0
10100.0,-0.7607,3.797,4.91,10100.0,1.0
inf,-8.29,-2.557,7.87,inf,1.0
inf,-0.9067,6.61,5.29,inf,1.0
inf,-9.08,-7.605,8.45,inf,1.0
42500.0,4.594,0.655,3.04,42500.0,1.0
inf,-2.94,-6.406,-9.555,inf,1.0
39550.0,-4.582,1.327,4.79,39550.0,1.0
inf,3.777,5.86,0.713,inf,1.0
inf,8.27,9.414,-6.37,inf,1.0
inf,7.95,3.33,-5.574,inf,1.0
inf,-0.6094,-6.22,2.135,inf,1.0
inf,7.03,1.376,-8.13,inf,1.0
inf,-5.26,9.48,3.918,inf,1.0
14860.0,3.107,-1.691,7.316,14860.0,1.0
inf,-1.655,8.02,3.352,inf,1.0
inf,5.66,-4.375,-7.0,inf,1.0
inf,-6.87,5.387,-9.24,inf,1.0
inf,8.82,7.19,4.83,inf,1.0
inf,5.793,-6.133,2.738,inf,1.0
inf,9.99,-2.062,0.12463,inf,1.0
inf,-7.418,6.312,-5.926,inf,1.0
inf,8.77,-4.945,7.87,inf,1.0
inf,-5.305,-3.828,9.805,inf,1.0
inf,-9.4,-7.754,9.07,inf,1.0
inf,4.605,5.99,0.719,inf,1.0
inf,-0.1604,-6.87,-0.0899,inf,1.0
inf,8.266,-8.11,1.354,inf,1.0
inf,-9.83,3.314,-8.914,inf,1.0
inf,-8.79,-5.14,0.7285,inf,1.0
25940.0,-2.768,5.055,9.67,25940.0,1.0
inf,6.816,2.86,5.96,inf,1.0
inf,8.86,2.902,3.295,inf,1.0
inf,-5.742,-1.354,-8.05,inf,1.0
inf,8.305,-7.61,-5.73,inf,1.0
inf,8.375,2.42,-4.605,inf,1.0
16420.0,-3.305,3.363,0.982,16420.0,1.0
inf,4.31,8.945,9.984,inf,1.0
inf,-4.445,3.887,-6.605,inf,1.0
24300.0,-3.627,-0.8433,7.555,24300.0,1.0
inf,-8.48,1.613,5.65,inf,1.0
inf,-5.004,-8.836,-8.2,inf,1.0
33800.0,-3.875,2.863,-5.59,33800.0,1.0
28820.0,3.121,4.94,8.16,28820.0,1.0
inf,4.902,6.285,-3.373,inf,1.0
7204.0,-0.754,-3.254,3.02,7204.0,1.0
inf,-9.45,9.95,-2.9,inf,1.0
61860.0,4.867,3.932,0.388,61860.0,1.0
6400.0,2.406,-0.728,5.16,6400.0,1.0
inf,9.03,5.445,5.887,inf,1.0
inf,-3.744,8.83,3.812,inf,1.0
inf,-6.418,-1.596,-0.1451,inf,1.0
inf,-4.566,-9.97,-9.86,inf,1.0
inf,7.758,-5.086,4.973,inf,1.0
inf,-6.79,3.338,-2.832,inf,1.0
inf,-3.105,-8.07,-1.881,inf,1.0
inf,-8.38,-9.97,6.56,inf,1.0
59650.0,-4.707,-0.7183,-8.05,59650.0,1.0
63360.0,3.564,3.754,-9.43,63360.0,1.0
inf,7.363,-5.29,2.68,inf,1.0
17140.0,-2.701,1.831,-8.54,17140.0,1.0
inf,8.23,8.086,0.9897,inf,1.0
inf,1.152,9.41,4.78,inf,1.0
inf,3.588,9.51,-2.889,inf,1.0
inf,6.715,4.547,9.53,inf,1.0
inf,-8.7,-7.43,1.715,inf,1.0
inf,6.344,6.438,-4.332,inf,1.0
20670.0,-3.545,0.7964,-7.613,20670.0,1.0
inf,5.8,-0.3943,5.98,inf,1.0
inf,-8.82,-0.263,-1.158,inf,1.0
inf,0.9146,-8.63,2.227,inf,1.0
inf,7.2,-1.319,6.348,inf,1.0
4772.0,0.6924,-1.808,-3.246,4772.0,1.0
inf,8.65,9.65,5.938,inf,1.0
inf,-5.027,-7.098,4.44,inf,1.0
inf,5.758,-7.61,-2.477,inf,1.0
inf,-7.953,-0.851,-0.1197,inf,1.0
inf,-7.0,7.098,-0.5996,inf,1.0
inf,7.453,-5.395,-7.28,inf,1.0
350.8,1.188,0.03275,1.265,350.8,1.0
inf,-5.64,9.04,6.22,inf,1.0
5676.0,1.154,1.4375,-5.47,5676.0,1.0
inf,-7.12,-2.574,-3.832,inf,1.0
inf,-4.453,-9.38,-5.29,inf,1.0
inf,2.742,-7.24,-2.16,inf,1.0
inf,-7.24,-0.637,3.05,inf,1.0
inf,7.37,3.143,-8.03,inf,1.0
inf,-1.863,5.664,-6.68,inf,1.0
22960.0,-4.23,2.758,7.016,22960.0,1.0
29630.0,4.332,1.897,6.96,29630.0,1.0
14250.0,3.826,2.82,9.555,14250.0,1.0
inf,-8.695,3.96,8.766,inf,1.0
inf,-3.5,-8.195,5.0,inf,1.0
inf,-3.006,-9.21,9.88,inf,1.0
inf,2.852,-5.176,-6.18,inf,1.0
44320.0,-4.348,-1.983,1.463,44320.0,1.0
62400.0,0.508,5.637,7.387,62400.0,1.0
inf,6.965,4.656,2.506,inf,1.0
inf,-7.23,-0.2576,-3.727,inf,1.0
inf,-3.951,-7.703,-5.37,inf,1.0
inf,-9.125,6.492,-6.156,inf,1.0
inf,-4.33,-4.9,4.465,inf,1.0
inf,-7.484,1.913,5.402,inf,1.0
5730.0,1.224,-1.764,-3.715,5730.0,1.0
inf,7.74,-7.918,5.668,inf,1.0
inf,-5.13,4.496,-0.3289,inf,1.0
inf,-1.712,-6.785,-8.65,inf,1.0
inf,6.23,6.785,-2.695,inf,1.0
inf,4.234,4.348,-7.387,inf,1.0
inf,-5.023,-2.3,7.785,inf,1.0
inf,2.758,-8.7,-4.574,inf,1.0
inf,6.15,-2.736,5.258,inf,1.0
2504.0,-1.254,2.975,4.055,2504.0,1.0
31630.0,-3.262,5.05,8.625,31630.0,1.0
inf,-7.203,-0.7065,2.848,inf,1.0
inf,7.645,3.658,8.49,inf,1.0
inf,-0.743,4.27,-8.94,inf,1.0
inf,-8.43,-1.996,0.3032,inf,1.0
inf,8.39,-1.772,-5.125,inf,1.0
25230.0,-3.271,-3.188,2.469,25230.0,1.0
inf,-7.117,0.6685,0.10254,inf,1.0
inf,7.55,-7.395,3.95,inf,1.0
inf,8.29,6.35,2.344,inf,1.0
inf,-9.73,9.33,7.617,inf,1.0
inf,1.837,-7.246,-0.1799,inf,1.0
inf,2.98,-4.72,-1.545,inf,1.0
inf,-5.004,-2.693,-5.266,inf,1.0
54660.0,-1.4,4.68,-1.306,54660.0,1.0
inf,1.619,-6.48,4.863,inf,1.0
inf,-7.414,1.402,-6.254,inf,1.0
inf,-7.953,0.4875,-8.12,inf,1.0
inf,-8.33,-9.23,5.258,inf,1.0
inf,5.113,-9.45,-0.9053,inf,1.0
10780.0,-0.895,0.6494,-9.96,10780.0,1.0
41020.0,0.3984,3.295,-9.16,41020.0,1.0
inf,2.674,4.395,-6.62,inf,1.0
inf,6.617,4.957,-3.033,inf,1.0
inf,6.86,8.38,7.707,inf,1.0
61020.0,-0.591,-5.008,0.978,61020.0,1.0
inf,-5.598,4.785,3.45,inf,1.0
inf,-5.285,0.4458,-3.568,inf,1.0
inf,-9.305,-5.812,-8.88,inf,1.0
13090.0,3.44,0.3972,-0.1982,13090.0,1.0
8410.0,-2.584,-0.773,5.926,8410.0,1.0
1777.0,-0.7656,-3.299,9.31,1777.0,1.0
inf,4.594,6.555,1.983,inf,1.0
inf,7.44,5.39,4.848,inf,1.0
inf,-4.46,8.28,1.049,inf,1.0
inf,-7.754,9.23,-4.445,inf,1.0
50370.0,-0.7715,3.768,-8.02,50370.0,1.0
inf,8.09,0.164,-6.66,inf,1.0
inf,2.422,-9.05,-1.993,inf,1.0
inf,-3.947,6.11,-7.17,inf,1.0
inf,5.113,5.938,5.64,inf,1.0
inf,8.54,-7.82,-8.39,inf,1.0
inf,-7.457,-8.13,7.273,inf,1.0
inf,-8.35,-3.178,-5.85,inf,1.0
inf,-6.867,-4.098,-4.82,inf,1.0
46980.0,0.783,5.234,6.227,46980.0,1.0
inf,-2.953,-9.82,-0.02077,inf,1.0
inf,-8.36,5.492,0.25,inf,1.0
3920.0,-1.302,-0.419,6.062,3920.0,1.0
inf,5.05,-1.247,2.955,inf,1.0
inf,7.15,7.934,-1.178,inf,1.0
inf,-3.953,-9.55,-6.285,inf,1.0
144.1,-1.55,3.219,9.55,144.1,1.0
inf,2.242,7.285,-8.625,inf,1.0
inf,-6.023,-1.28,9.97,inf,1.0
16930.0,3.568,0.01971,2.79,16930.0,1.0
33700.0,-1.434,-3.736,-3.451,33700.0,1.0
inf,6.46,3.354,-4.08,inf,1.0
inf,-2.139,-6.64,3.264,inf,1.0
inf,-6.145,7.36,8.0,inf,1.0
3348.0,1.696,-1.73,6.48,3348.0,1.0
inf,9.86,4.59,9.98,inf,1.0
inf,7.402,1.371,-8.87,inf,1.0
inf,8.695,-8.13,-3.193,inf,1.0
inf,-7.12,8.62,3.727,inf,1.0
45470.0,4.67,3.191,-0.185,45470.0,1.0
inf,8.48,-9.2,-7.22,inf,1.0
inf,-7.145,6.164,-0.433,inf,1.0
inf,8.875,-5.81,-4.34,inf,1.0
16344.0,-1.673,-2.389,-5.977,16344.0,1.0
inf,5.77,-3.217,5.066,inf,1.0
inf,7.234,-9.17,0.9478,inf,1.0
46200.0,3.56,-4.574,8.12,46200.0,1.0
52540.0,-4.375,4.617,3.584,52540.0,1.0
inf,5.383,-8.51,5.48,inf,1.0
inf,-3.936,-9.195,-7.12,inf,1.0
inf,6.242,6.42,4.547,inf,1.0
inf,7.055,-1.277,-8.24,inf,1.0
inf,-7.098,2.783,3.754,inf,1.0
6132.0,0.2666,2.365,-1.889,6132.0,1.0
inf,5.996,0.4927,0.3345,inf,1.0
inf,-5.773,8.44,-5.355,inf,1.0
inf,-9.27,-4.88,-2.56,inf,1.0
55870.0,-4.7,-0.3218,7.625,55870.0,1.0
inf,-5.26,1.859,4.973,inf,1.0
inf,0.416,6.66,-7.4,inf,1.0
inf,8.09,6.45,-5.965,inf,1.0
inf,-8.54,2.87,-9.016,inf,1.0
inf,-4.52,-5.848,5.4,inf,1.0
53470.0,3.709,3.475,-8.64,53470.0,1.0
inf,-6.535,7.098,-2.549,inf,1.0
inf,9.92,-8.836,0.2128,inf,1.0
inf,-8.22,8.39,-6.617,inf,1.0
inf,-5.957,2.541,9.18,inf,1.0
56740.0,-4.273,3.219,-8.11,56740.0,1.0
inf,-5.51,8.15,8.734,inf,1.0
inf,8.45,6.32,-8.6,inf,1.0
48670.0,-4.344,-3.004,6.26,48670.0,1.0
inf,6.625,6.664,-7.926,inf,1.0
inf,6.52,-7.773,-9.46,inf,1.0
inf,8.39,-4.484,3.773,inf,1.0
23220.0,-3.346,3.535,-0.6626,23220.0,1.0
53380.0,4.695,2.502,-6.047,53380.0,1.0
inf,3.695,5.668,-9.61,inf,1.0
inf,-0.73,-9.39,-5.562,inf,1.0
8050.0,1.352,0.7437,9.46,8050.0,1.0
inf,8.266,4.414,9.28,inf,1.0
inf,-2.602,-9.47,-2.617,inf,1.0
6930.0,-2.906,0.2379,1.414,6930.0,1.0
42240.0,0.9966,-3.613,-6.965,42240.0,1.0
inf,-2.344,6.81,-9.31,inf,1.0
inf,8.06,-6.445,9.445,inf,1.0
8776.0,1.5205,1.561,-6.902,8776.0,1.0
inf,-1.007,9.4,2.564,inf,1.0
41340.0,-4.746,2.758,2.938,41340.0,1.0
13420.0,3.104,-1.947,3.72,13420.0,1.0
inf,9.62,-0.407,-5.785,inf,1.0
inf,2.646,7.02,9.02,inf,1.0
inf,2.586,8.11,-7.754,inf,1.0
7796.0,2.328,-1.811,8.336,7796.0,1.0
inf,-6.953,3.96,-6.918,inf,1.0
inf,7.188,0.852,-7.71,inf,1.0
inf,-2.904,-4.22,-5.027,inf,1.0
10640.0,-3.436,1.519,2.883,10640.0,1.0
inf,1.743,-8.16,-5.895,inf,1.0
inf,8.5,-9.31,-3.55,inf,1.0
inf,-2.186,7.047,-2.729,inf,1.0
3338.0,2.424,0.2054,1.152,3338.0,1.0
inf,-6.934,-3.87,-5.113,inf,1.0
inf,7.004,3.39,-6.61,inf,1.0
11030.0,-2.766,-1.624,-2.275,11030.0,1.0
1920.0,1.62,0.7817,4.586,1920.0,1.0
inf,4.426,4.145,-4.312,inf,1.0
inf,-3.05,-5.848,2.365,inf,1.0
inf,8.91,-1.771,-1.792,inf,1.0
inf,8.9,2.762,3.783,inf,1.0
inf,6.91,-8.695,6.926,inf,1.0
inf,-8.79,2.578,6.24,inf,1.0
inf,-8.19,2.23,-7.5,inf,1.0
49280.0,5.05,3.59,9.484,49280.0,1.0
419.0,-1.477,0.4353,-0.8496,419.0,1.0
405.8,-0.782,2.598,6.5,405.8,1.0
inf,-4.473,6.766,-0.5107,inf,1.0
inf,8.664,-1.829,5.773,inf,1.0
inf,-8.34,0.1575,-1.758,inf,1.0
inf,7.2,-0.06445,0.08496,inf,1.0
inf,8.07,2.35,-2.934,inf,1.0
inf,-7.707,-3.715,9.11,inf,1.0
inf,2.824,-5.176,-5.848,inf,1.0
6384.0,0.9683,-3.99,9.66,6384.0,1.0
24750.0,1.145,-4.887,9.42,24750.0,1.0
inf,9.73,-6.355,2.482,inf,1.0
inf,8.414,-4.46,-0.2705,inf,1.0
inf,-9.875,4.516,7.066,inf,1.0
inf,-2.768,9.34,-8.055,inf,1.0
36350.0,-4.234,-0.901,3.701,36350.0,1.0
inf,-9.914,8.63,-3.246,inf,1.0
inf,-1.146,-7.656,0.5615,inf,1.0
inf,4.934,9.26,6.027,inf,1.0
inf,7.15,0.3655,8.85,inf,1.0
4680.0,-0.9478,0.9673,7.773,4680.0,1.0
inf,5.85,-5.867,7.766,inf,1.0
62980.0,3.615,5.355,4.797,62980.0,1.0
6596.0,-3.06,2.193,8.59,6596.0,1.0
inf,-6.434,0.2646,6.152,inf,1.0
6836.0,0.53,1.245,9.766,6836.0,1.0
318.5,-0.7725,-0.4185,-1.274,318.5,1.0
inf,-9.89,-3.742,-2.818,inf,1.0
inf,-1.71,-7.12,-4.523,inf,1.0
inf,6.46,-5.36,7.68,inf,1.0
inf,-8.08,-2.096,7.3,inf,1.0
inf,6.2,-6.273,2.072,inf,1.0
inf,-6.215,0.3643,-4.74,inf,1.0
inf,-3.998,-6.434,-6.34,inf,1.0
inf,-4.348,-5.035,1.916,inf,1.0
inf,-9.83,-3.805,9.65,inf,1.0
inf,-6.63,-2.615,3.809,inf,1.0
inf,-4.223,-5.875,2.748,inf,1.0
inf,-4.98,-3.889,-4.61,inf,1.0
inf,-2.049,7.375,-9.414,inf,1.0
inf,-5.87,4.14,4.78,inf,1.0
inf,2.668,4.67,-5.535,inf,1.0
508.5,-0.2366,-1.4,3.66,508.5,1.0
inf,-5.273,-3.836,-1.073,inf,1.0
3650.0,0.0995,-1.173,7.293,3650.0,1.0
inf,-4.066,9.09,1.649,inf,1.0
inf,2.713,5.246,-2.902,inf,1.0
10380.0,2.793,-2.307,6.51,10380.0,1.0
inf,-6.324,1.928,-1.253,inf,1.0
inf,-2.299,9.43,3.035,inf,1.0
60400.0,5.19,2.984,3.555,60400.0,1.0
inf,2.615,-8.57,2.818,inf,1.0
inf,-5.074,7.45,-1.302,inf,1.0
inf,-5.805,3.393,-1.405,inf,1.0
inf,-5.195,-2.16,-9.12,inf,1.0
inf,-8.805,6.7,1.223,inf,1.0
inf,-2.15,-7.566,0.739,inf,1.0
inf,-6.336,-5.223,8.71,inf,1.0
inf,4.59,-4.836,0.677,inf,1.0
inf,-7.414,3.877,-6.832,inf,1.0
inf,-8.05,3.848,3.033,inf,1.0
inf,8.41,-7.32,2.441,inf,1.0
inf,9.19,-7.777,-6.26,inf,1.0
24290.0,3.695,-1.105,-3.754,24290.0,1.0
4720.0,-1.294,-0.6616,6.89,4720.0,1.0
inf,2.158,-6.5,9.266,inf,1.0
inf,4.297,-4.38,1.44,inf,1.0
inf,8.58,1.638,-6.76,inf,1.0
inf,2.242,4.844,-6.51,inf,1.0
inf,-6.926,-5.01,-3.525,inf,1.0
inf,6.938,-0.3755,3.305,inf,1.0
inf,8.56,-5.527,1.006,inf,1.0
inf,-0.62,7.77,-7.465,inf,1.0
inf,8.516,-7.7,8.16,inf,1.0
inf,2.73,7.688,8.1,inf,1.0
inf,6.28,2.262,-6.316,inf,1.0
inf,-4.035,-9.99,-4.656,inf,1.0
inf,0.2715,-8.31,-8.49,inf,1.0
inf,-8.36,3.49,-7.824,inf,1.0
inf,5.625,6.992,-2.229,inf,1.0
inf,-5.0,4.9,6.46,inf,1.0
6784.0,1.412,-2.512,-0.582,6784.0,1.0
inf,-9.44,-5.773,-1.543,inf,1.0
inf,8.29,-2.502,7.258,inf,1.0
inf,-0.2386,-6.0,-1.617,inf,1.0
inf,-7.492,7.57,-5.527,inf,1.0
inf,9.73,6.902,3.023,inf,1.0
inf,8.586,-7.293,-9.38,inf,1.0
inf,-7.26,6.53,6.508,inf,1.0
inf,2.23,-6.96,3.408,inf,1.0
inf,7.92,2.72,-7.84,inf,1.0
2660.0,-0.4102,3.545,8.69,2660.0,1.0
inf,-4.934,-4.223,2.582,inf,1.0
inf,-5.61,3.297,-7.234,inf,1.0
inf,-5.3,-2.223,4.08,inf,1.0
inf,6.95,-3.154,-7.316,inf,1.0
inf,4.44,-7.047,5.992,inf,1.0
inf,-2.648,6.773,2.535,inf,1.0
inf,-8.06,3.31,0.08386,inf,1.0
42850.0,3.738,-3.217,-1.169,42850.0,1.0
inf,-9.78,7.45,-9.48,inf,1.0
inf,7.99,-9.63,-8.32,inf,1.0
54140.0,4.23,2.918,-9.28,54140.0,1.0
inf,-6.39,-7.625,5.93,inf,1.0
6196.0,0.3225,-2.822,0.664,6196.0,1.0
inf,-2.516,-4.09,-9.734,inf,1.0
31470.0,2.03,-4.383,3.662,31470.0,1.0
inf,-8.3,5.855,7.926,inf,1.0
inf,-4.25,-5.28,5.28,inf,1.0
inf,-1.753,7.617,2.348,inf,1.0
inf,-5.85,5.797,-7.25,inf,1.0
