"id","DatesR","P","T","E","Qls","Qmm"
"1874",2004-03-19 01:00:00,0,NA,0,7105,0.0278021739130435
"1875",2004-03-19 02:00:00,0,NA,0,7156,0.0280017391304348
"1876",2004-03-19 03:00:00,0,NA,0,7208,0.0282052173913044
"1877",2004-03-19 04:00:00,0,NA,0,7251,0.0283734782608696
"1878",2004-03-19 05:00:00,0,NA,0,7153,0.02799
"1879",2004-03-19 06:00:00,0,NA,0,7007,0.0274186956521739
"1880",2004-03-19 07:00:00,0,NA,0.04,6861,0.0268473913043478
"1881",2004-03-19 08:00:00,0,NA,0.06,6703,0.0262291304347826
"1882",2004-03-19 09:00:00,0,NA,0.08,6539,0.0255873913043478
"1883",2004-03-19 10:00:00,0,NA,0.1,6565,0.0256891304347826
"1884",2004-03-19 11:00:00,0,NA,0.11,6872,0.0268904347826087
"1885",2004-03-19 12:00:00,0,NA,0.12,6936,0.0271408695652174
"1886",2004-03-19 13:00:00,0,NA,0.12,6912,0.0270469565217391
"1887",2004-03-19 14:00:00,0,NA,0.11,6888,0.0269530434782609
"1888",2004-03-19 15:00:00,0,NA,0.1,6864,0.0268591304347826
"1889",2004-03-19 16:00:00,0,NA,0.08,6841,0.0267691304347826
"1890",2004-03-19 17:00:00,0,NA,0.06,6817,0.0266752173913044
"1891",2004-03-19 18:00:00,0,NA,0.04,6793,0.0265813043478261
"1892",2004-03-19 19:00:00,0,NA,0,6774,0.0265069565217391
"1893",2004-03-19 20:00:00,0,NA,0,6761,0.0264560869565217
"1894",2004-03-19 21:00:00,0,NA,0,6749,0.0264091304347826
"1895",2004-03-19 22:00:00,0,NA,0,6736,0.0263582608695652
"1896",2004-03-19 23:00:00,0,NA,0,6723,0.0263073913043478
"1897",2004-03-20 00:00:00,0,NA,0,6711,0.0262604347826087
"1898",2004-03-20 01:00:00,0,NA,0,6698,0.0262095652173913
"1899",2004-03-20 02:00:00,0,NA,0,6685,0.0261586956521739
"1900",2004-03-20 03:00:00,0,NA,0,6673,0.0261117391304348
"1901",2004-03-20 04:00:00,0,NA,0,6647,0.02601
"1902",2004-03-20 05:00:00,0,NA,0,6545,0.0256108695652174
"1903",2004-03-20 06:00:00,0,NA,0,6430,0.0251608695652174
"1904",2004-03-20 07:00:00,0,NA,0.04,6315,0.0247108695652174
"1905",2004-03-20 08:00:00,0,NA,0.06,6098,0.0238617391304348
"1906",2004-03-20 09:00:00,0,NA,0.08,5817,0.0227621739130435
"1907",2004-03-20 10:00:00,0,NA,0.1,6206,0.024284347826087
"1908",2004-03-20 11:00:00,0,NA,0.11,6319,0.0247265217391304
"1909",2004-03-20 12:00:00,0,NA,0.12,6350,0.0248478260869565
"1910",2004-03-20 13:00:00,0,NA,0.12,6381,0.0249691304347826
"1911",2004-03-20 14:00:00,0,NA,0.11,6412,0.0250904347826087
"1912",2004-03-20 15:00:00,0,NA,0.1,6431,0.0251647826086957
"1913",2004-03-20 16:00:00,0,NA,0.08,6434,0.0251765217391304
"1914",2004-03-20 17:00:00,0,NA,0.06,6437,0.0251882608695652
"1915",2004-03-20 18:00:00,0,NA,0.04,6441,0.0252039130434783
"1916",2004-03-20 19:00:00,0,NA,0,6444,0.025215652173913
"1917",2004-03-20 20:00:00,0,NA,0,6447,0.0252273913043478
"1918",2004-03-20 21:00:00,0,NA,0,6450,0.0252391304347826
"1919",2004-03-20 22:00:00,0,NA,0,6453,0.0252508695652174
"1920",2004-03-20 23:00:00,0,NA,0,6456,0.0252626086956522
"1921",2004-03-21 00:00:00,0,NA,0,6459,0.025274347826087
"1922",2004-03-21 01:00:00,0,NA,0,6462,0.0252860869565217
"1923",2004-03-21 02:00:00,0,NA,0,6465,0.0252978260869565
"1924",2004-03-21 03:00:00,0,NA,0,6468,0.0253095652173913
"1925",2004-03-21 04:00:00,0,NA,0,6471,0.0253213043478261
"1926",2004-03-21 05:00:00,0,NA,0,6474,0.0253330434782609
"1927",2004-03-21 06:00:00,0.03,NA,0,6477,0.0253447826086957
"1928",2004-03-21 07:00:00,0,NA,0.04,6480,0.0253565217391304
"1929",2004-03-21 08:00:00,0,NA,0.06,6483,0.0253682608695652
"1930",2004-03-21 09:00:00,0,NA,0.08,6486,0.02538
"1931",2004-03-21 10:00:00,0.05,NA,0.1,6489,0.0253917391304348
"1932",2004-03-21 11:00:00,0.06,NA,0.11,6492,0.0254034782608696
"1933",2004-03-21 12:00:00,0.09,NA,0.12,6495,0.0254152173913044
"1934",2004-03-21 13:00:00,0.11,NA,0.12,6498,0.0254269565217391
"1935",2004-03-21 14:00:00,0.5,NA,0.11,6502,0.0254426086956522
"1936",2004-03-21 15:00:00,0.23,NA,0.1,6505,0.025454347826087
"1937",2004-03-21 16:00:00,0.94,NA,0.08,6508,0.0254660869565217
"1938",2004-03-21 17:00:00,1.02,NA,0.06,6511,0.0254778260869565
"1939",2004-03-21 18:00:00,0.67,NA,0.04,6514,0.0254895652173913
"1940",2004-03-21 19:00:00,2.14,NA,0,6517,0.0255013043478261
"1941",2004-03-21 20:00:00,0.1,NA,0,6534,0.0255678260869565
"1942",2004-03-21 21:00:00,0.09,NA,0,6648,0.0260139130434783
"1943",2004-03-21 22:00:00,0,NA,0,6780,0.0265304347826087
"1944",2004-03-21 23:00:00,0,NA,0,6912,0.0270469565217391
"1945",2004-03-22 00:00:00,0,NA,0,7045,0.0275673913043478
"1946",2004-03-22 01:00:00,0,NA,0,7177,0.0280839130434783
"1947",2004-03-22 02:00:00,0,NA,0,7309,0.0286004347826087
"1948",2004-03-22 03:00:00,0,NA,0,7442,0.0291208695652174
"1949",2004-03-22 04:00:00,0,NA,0,7574,0.0296373913043478
"1950",2004-03-22 05:00:00,0,NA,0,7706,0.0301539130434783
"1951",2004-03-22 06:00:00,0,NA,0,7838,0.0306704347826087
"1952",2004-03-22 07:00:00,0,NA,0.03,7971,0.0311908695652174
"1953",2004-03-22 08:00:00,0,NA,0.06,8049,0.0314960869565217
"1954",2004-03-22 09:00:00,0,NA,0.07,7995,0.0312847826086957
"1955",2004-03-22 10:00:00,0,NA,0.09,7935,0.03105
"1956",2004-03-22 11:00:00,0,NA,0.1,7875,0.0308152173913044
"1957",2004-03-22 12:00:00,0.01,NA,0.11,7815,0.0305804347826087
"1958",2004-03-22 13:00:00,0.44,NA,0.11,7755,0.030345652173913
"1959",2004-03-22 14:00:00,0.07,NA,0.1,7695,0.0301108695652174
"1960",2004-03-22 15:00:00,0,NA,0.09,7516,0.0294104347826087
"1961",2004-03-22 16:00:00,0,NA,0.07,6740,0.0263739130434783
"1962",2004-03-22 17:00:00,0,NA,0.06,6047,0.0236621739130435
"1963",2004-03-22 18:00:00,0,NA,0.03,6310,0.0246913043478261
"1964",2004-03-22 19:00:00,0,NA,0,6386,0.0249886956521739
"1965",2004-03-22 20:00:00,0,NA,0,6461,0.0252821739130435
"1966",2004-03-22 21:00:00,0,NA,0,6536,0.025575652173913
"1967",2004-03-22 22:00:00,0,NA,0,6585,0.0257673913043478
"1968",2004-03-22 23:00:00,0,NA,0,6613,0.0258769565217391
"1969",2004-03-23 00:00:00,0,NA,0,6641,0.0259865217391304
"1970",2004-03-23 01:00:00,0,NA,0,6669,0.0260960869565217
"1971",2004-03-23 02:00:00,0,NA,0,6697,0.026205652173913
"1972",2004-03-23 03:00:00,0,NA,0,6725,0.0263152173913043
"1973",2004-03-23 04:00:00,0,NA,0,6753,0.0264247826086957
"1974",2004-03-23 05:00:00,0,NA,0,6781,0.026534347826087
"1975",2004-03-23 06:00:00,0,NA,0,6809,0.0266439130434783
"1976",2004-03-23 07:00:00,0,NA,0.02,6837,0.0267534782608696
"1977",2004-03-23 08:00:00,0,NA,0.04,6865,0.0268630434782609
"1978",2004-03-23 09:00:00,0,NA,0.06,7076,0.0276886956521739
"1979",2004-03-23 10:00:00,0.03,NA,0.07,7241,0.028334347826087
"1980",2004-03-23 11:00:00,0.03,NA,0.08,7258,0.0284008695652174
"1981",2004-03-23 12:00:00,0.15,NA,0.08,7242,0.0283382608695652
"1982",2004-03-23 13:00:00,0.28,NA,0.08,7149,0.027974347826087
"1983",2004-03-23 14:00:00,0.24,NA,0.08,7053,0.0275986956521739
"1984",2004-03-23 15:00:00,0.1,NA,0.07,6957,0.0272230434782609
"1985",2004-03-23 16:00:00,0.07,NA,0.06,6858,0.026835652173913
"1986",2004-03-23 17:00:00,0,NA,0.04,6460,0.0252782608695652
"1987",2004-03-23 18:00:00,0,NA,0.02,5881,0.0230126086956522
"1988",2004-03-23 19:00:00,0,NA,0,5960,0.0233217391304348
"1989",2004-03-23 20:00:00,0,NA,0,6037,0.0236230434782609
"1990",2004-03-23 21:00:00,0,NA,0,6104,0.0238852173913044
"1991",2004-03-23 22:00:00,0,NA,0,6171,0.0241473913043478
"1992",2004-03-23 23:00:00,0,NA,0,6238,0.0244095652173913
"1993",2004-03-24 00:00:00,0,NA,0,6305,0.0246717391304348
"1994",2004-03-24 01:00:00,0.01,NA,0,6372,0.0249339130434783
"1995",2004-03-24 02:00:00,0.04,NA,0,6439,0.0251960869565217
"1996",2004-03-24 03:00:00,0.05,NA,0,6506,0.0254582608695652
"1997",2004-03-24 04:00:00,0,NA,0,6573,0.0257204347826087
"1998",2004-03-24 05:00:00,0,NA,0,6640,0.0259826086956522
"1999",2004-03-24 06:00:00,0,NA,0,6707,0.0262447826086957
"2000",2004-03-24 07:00:00,0.03,NA,0.03,6773,0.0265030434782609
"2001",2004-03-24 08:00:00,0.03,NA,0.05,6840,0.0267652173913043
"2002",2004-03-24 09:00:00,0,NA,0.06,6907,0.0270273913043478
"2003",2004-03-24 10:00:00,0,NA,0.08,6974,0.0272895652173913
"2004",2004-03-24 11:00:00,0.03,NA,0.09,6982,0.0273208695652174
"2005",2004-03-24 12:00:00,0.03,NA,0.09,6924,0.0270939130434783
"2006",2004-03-24 13:00:00,0.06,NA,0.09,6866,0.0268669565217391
"2007",2004-03-24 14:00:00,0.02,NA,0.09,6700,0.0262173913043478
"2008",2004-03-24 15:00:00,0.02,NA,0.08,6364,0.0249026086956522
"2009",2004-03-24 16:00:00,0,NA,0.06,6312,0.0246991304347826
"2010",2004-03-24 17:00:00,0,NA,0.05,6274,0.0245504347826087
"2011",2004-03-24 18:00:00,0.04,NA,0.03,6246,0.0244408695652174
"2012",2004-03-24 19:00:00,0.12,NA,0,6257,0.0244839130434783
"2013",2004-03-24 20:00:00,0.18,NA,0,6272,0.0245426086956522
"2014",2004-03-24 21:00:00,0.07,NA,0,6288,0.0246052173913044
"2015",2004-03-24 22:00:00,0.05,NA,0,6303,0.0246639130434783
"2016",2004-03-24 23:00:00,0.02,NA,0,6318,0.0247226086956522
"2017",2004-03-25 00:00:00,0.03,NA,0,6333,0.0247813043478261
"2018",2004-03-25 01:00:00,0.13,NA,0,6349,0.0248439130434783
"2019",2004-03-25 02:00:00,0,NA,0,6364,0.0249026086956522
"2020",2004-03-25 03:00:00,0.01,NA,0,6379,0.0249613043478261
"2021",2004-03-25 04:00:00,0.1,NA,0,6394,0.02502
"2022",2004-03-25 05:00:00,0.08,NA,0,6410,0.0250826086956522
"2023",2004-03-25 06:00:00,0.03,NA,0,6425,0.0251413043478261
"2024",2004-03-25 07:00:00,0,NA,0.05,6441,0.0252039130434783
"2025",2004-03-25 08:00:00,0,NA,0.08,6456,0.0252626086956522
"2026",2004-03-25 09:00:00,0.06,NA,0.1,6471,0.0253213043478261
"2027",2004-03-25 10:00:00,0.01,NA,0.13,6486,0.02538
"2028",2004-03-25 11:00:00,0,NA,0.14,6502,0.0254426086956522
"2029",2004-03-25 12:00:00,0,NA,0.15,6480,0.0253565217391304
"2030",2004-03-25 13:00:00,0,NA,0.15,6415,0.0251021739130435
"2031",2004-03-25 14:00:00,0,NA,0.14,6349,0.0248439130434783
"2032",2004-03-25 15:00:00,0,NA,0.13,6283,0.024585652173913
"2033",2004-03-25 16:00:00,0,NA,0.1,6217,0.0243273913043478
"2034",2004-03-25 17:00:00,0,NA,0.08,6151,0.0240691304347826
"2035",2004-03-25 18:00:00,0,NA,0.05,6094,0.0238460869565217
"2036",2004-03-25 19:00:00,0,NA,0,6111,0.0239126086956522
"2037",2004-03-25 20:00:00,0,NA,0,6146,0.0240495652173913
"2038",2004-03-25 21:00:00,0,NA,0,6180,0.0241826086956522
"2039",2004-03-25 22:00:00,0,NA,0,6214,0.024315652173913
"2040",2004-03-25 23:00:00,0,NA,0,6231,0.0243821739130435
"2041",2004-03-26 00:00:00,0,NA,0,6232,0.0243860869565217
"2042",2004-03-26 01:00:00,0,NA,0,6234,0.0243939130434783
"2043",2004-03-26 02:00:00,0.11,NA,0,6235,0.0243978260869565
"2044",2004-03-26 03:00:00,0.09,NA,0,6236,0.0244017391304348
"2045",2004-03-26 04:00:00,0.03,NA,0,6238,0.0244095652173913
"2046",2004-03-26 05:00:00,0.29,NA,0,6239,0.0244134782608696
"2047",2004-03-26 06:00:00,0.05,NA,0,6241,0.0244213043478261
"2048",2004-03-26 07:00:00,0.27,NA,0.04,6242,0.0244252173913043
"2049",2004-03-26 08:00:00,0.1,NA,0.07,6244,0.0244330434782609
"2050",2004-03-26 09:00:00,0.03,NA,0.09,6245,0.0244369565217391
"2051",2004-03-26 10:00:00,0.03,NA,0.12,6247,0.0244447826086957
"2052",2004-03-26 11:00:00,0,NA,0.13,6248,0.0244486956521739
"2053",2004-03-26 12:00:00,0.08,NA,0.14,6250,0.0244565217391304
"2054",2004-03-26 13:00:00,0.1,NA,0.14,6251,0.0244604347826087
"2055",2004-03-26 14:00:00,0.66,NA,0.13,6252,0.024464347826087
"2056",2004-03-26 15:00:00,0.3,NA,0.12,6254,0.0244721739130435
"2057",2004-03-26 16:00:00,0.2,NA,0.09,6255,0.0244760869565217
"2058",2004-03-26 17:00:00,0.2,NA,0.07,6257,0.0244839130434783
"2059",2004-03-26 18:00:00,0.05,NA,0.04,6258,0.0244878260869565
"2060",2004-03-26 19:00:00,0,NA,0,6259,0.0244917391304348
"2061",2004-03-26 20:00:00,0.07,NA,0,6246,0.0244408695652174
"2062",2004-03-26 21:00:00,0.1,NA,0,6229,0.024374347826087
"2063",2004-03-26 22:00:00,0.03,NA,0,6211,0.0243039130434783
"2064",2004-03-26 23:00:00,0.06,NA,0,6194,0.0242373913043478
"2065",2004-03-27 00:00:00,0.07,NA,0,6177,0.0241708695652174
"2066",2004-03-27 01:00:00,0.07,NA,0,6179,0.0241786956521739
"2067",2004-03-27 02:00:00,0,NA,0,6195,0.0242413043478261
"2068",2004-03-27 03:00:00,0.03,NA,0,6211,0.0243039130434783
"2069",2004-03-27 04:00:00,0,NA,0,6227,0.0243665217391304
"2070",2004-03-27 05:00:00,0,NA,0,6243,0.0244291304347826
"2071",2004-03-27 06:00:00,0,NA,0,6259,0.0244917391304348
"2072",2004-03-27 07:00:00,0,NA,0.04,6275,0.024554347826087
"2073",2004-03-27 08:00:00,0,NA,0.07,6291,0.0246169565217391
"2074",2004-03-27 09:00:00,0,NA,0.09,6307,0.0246795652173913
"2075",2004-03-27 10:00:00,0,NA,0.12,6316,0.0247147826086957
"2076",2004-03-27 11:00:00,0,NA,0.13,6306,0.024675652173913
"2077",2004-03-27 12:00:00,0,NA,0.14,6293,0.0246247826086957
"2078",2004-03-27 13:00:00,0,NA,0.14,6281,0.0245778260869565
"2079",2004-03-27 14:00:00,0,NA,0.13,6268,0.0245269565217391
"2080",2004-03-27 15:00:00,0,NA,0.12,6256,0.02448
"2081",2004-03-27 16:00:00,0,NA,0.09,6244,0.0244330434782609
"2082",2004-03-27 17:00:00,0,NA,0.07,6231,0.0243821739130435
"2083",2004-03-27 18:00:00,0,NA,0.04,6219,0.0243352173913044
"2084",2004-03-27 19:00:00,0,NA,0,6206,0.024284347826087
"2085",2004-03-27 20:00:00,0,NA,0,6222,0.0243469565217391
"2086",2004-03-27 21:00:00,0,NA,0,6169,0.0241395652173913
"2087",2004-03-27 22:00:00,0,NA,0,6142,0.0240339130434783
"2088",2004-03-27 23:00:00,0,NA,0,6144,0.0240417391304348
"2089",2004-03-28 00:00:00,0,NA,0,6147,0.0240534782608696
"2090",2004-03-28 01:00:00,0,NA,0,6149,0.0240613043478261
"2091",2004-03-28 02:00:00,0,NA,0,6143,0.0240378260869565
"2092",2004-03-28 03:00:00,0,NA,0,6136,0.0240104347826087
"2093",2004-03-28 04:00:00,0,NA,0,6128,0.0239791304347826
"2094",2004-03-28 05:00:00,0,NA,0,6121,0.0239517391304348
"2095",2004-03-28 06:00:00,0,NA,0,6114,0.023924347826087
"2096",2004-03-28 07:00:00,0,NA,0.05,6106,0.0238930434782609
"2097",2004-03-28 08:00:00,0,NA,0.09,6099,0.023865652173913
"2098",2004-03-28 09:00:00,0,NA,0.12,6091,0.023834347826087
"2099",2004-03-28 10:00:00,0,NA,0.15,6084,0.0238069565217391
"2100",2004-03-28 11:00:00,0,NA,0.16,6077,0.0237795652173913
"2101",2004-03-28 12:00:00,0,NA,0.18,6069,0.0237482608695652
"2102",2004-03-28 13:00:00,0,NA,0.18,6062,0.0237208695652174
"2103",2004-03-28 14:00:00,0,NA,0.16,6055,0.0236934782608696
"2104",2004-03-28 15:00:00,0,NA,0.15,6047,0.0236621739130435
"2105",2004-03-28 16:00:00,0,NA,0.12,6040,0.0236347826086957
"2106",2004-03-28 17:00:00,0,NA,0.09,6032,0.0236034782608696
"2107",2004-03-28 18:00:00,0,NA,0.05,6025,0.0235760869565217
"2108",2004-03-28 19:00:00,0.14,NA,0,6018,0.0235486956521739
"2109",2004-03-28 20:00:00,0.25,NA,0,6011,0.0235213043478261
"2110",2004-03-28 21:00:00,0,NA,0,6003,0.02349
"2111",2004-03-28 22:00:00,0,NA,0,5996,0.0234626086956522
"2112",2004-03-28 23:00:00,0.02,NA,0,5988,0.0234313043478261
"2113",2004-03-29 00:00:00,0,NA,0,5981,0.0234039130434783
"2114",2004-03-29 01:00:00,0,NA,0,5973,0.0233726086956522
"2115",2004-03-29 02:00:00,0,NA,0,5966,0.0233452173913043
"2116",2004-03-29 03:00:00,0,NA,0,5959,0.0233178260869565
"2117",2004-03-29 04:00:00,0,NA,0,5951,0.0232865217391304
"2118",2004-03-29 05:00:00,0,NA,0,5944,0.0232591304347826
"2119",2004-03-29 06:00:00,0,NA,0,5936,0.0232278260869565
"2120",2004-03-29 07:00:00,0,NA,0.06,5929,0.0232004347826087
"2121",2004-03-29 08:00:00,0,NA,0.11,5923,0.0231769565217391
"2122",2004-03-29 09:00:00,0,NA,0.13,5941,0.0232473913043478
"2123",2004-03-29 10:00:00,0,NA,0.16,5970,0.0233608695652174
"2124",2004-03-29 11:00:00,0,NA,0.19,5991,0.0234430434782609
"2125",2004-03-29 12:00:00,0,NA,0.2,5997,0.0234665217391304
"2126",2004-03-29 13:00:00,0,NA,0.2,6003,0.02349
"2127",2004-03-29 14:00:00,0,NA,0.19,6006,0.0235017391304348
"2128",2004-03-29 15:00:00,0,NA,0.16,5964,0.0233373913043478
"2129",2004-03-29 16:00:00,0,NA,0.13,5907,0.023114347826087
"2130",2004-03-29 17:00:00,0,NA,0.11,5850,0.0228913043478261
"2131",2004-03-29 18:00:00,0,NA,0.06,5793,0.0226682608695652
"2132",2004-03-29 19:00:00,0,NA,0,5765,0.0225586956521739
"2133",2004-03-29 20:00:00,0,NA,0,5809,0.0227308695652174
"2134",2004-03-29 21:00:00,0,NA,0,5782,0.0226252173913043
"2135",2004-03-29 22:00:00,0,NA,0,5737,0.0224491304347826
"2136",2004-03-29 23:00:00,0,NA,0,5784,0.0226330434782609
"2137",2004-03-30 00:00:00,0,NA,0,5800,0.022695652173913
"2138",2004-03-30 01:00:00,0,NA,0,5779,0.0226134782608696
"2139",2004-03-30 02:00:00,0,NA,0,5758,0.0225313043478261
"2140",2004-03-30 03:00:00,0.03,NA,0,5737,0.0224491304347826
"2141",2004-03-30 04:00:00,0.05,NA,0,5719,0.0223786956521739
"2142",2004-03-30 05:00:00,0.02,NA,0,5778,0.0226095652173913
"2143",2004-03-30 06:00:00,0.16,NA,0,5833,0.0228247826086957
"2144",2004-03-30 07:00:00,0.11,NA,0.05,5840,0.0228521739130435
"2145",2004-03-30 08:00:00,0.14,NA,0.09,5847,0.0228795652173913
"2146",2004-03-30 09:00:00,0.11,NA,0.11,5853,0.0229030434782609
"2147",2004-03-30 10:00:00,0.15,NA,0.14,5860,0.0229304347826087
"2148",2004-03-30 11:00:00,0.34,NA,0.15,5867,0.0229578260869565
"2149",2004-03-30 12:00:00,0.35,NA,0.16,5870,0.0229695652173913
"2150",2004-03-30 13:00:00,0.15,NA,0.16,5870,0.0229695652173913
"2151",2004-03-30 14:00:00,0.2,NA,0.15,5870,0.0229695652173913
"2152",2004-03-30 15:00:00,0.11,NA,0.14,5870,0.0229695652173913
"2153",2004-03-30 16:00:00,0.41,NA,0.11,5870,0.0229695652173913
"2154",2004-03-30 17:00:00,5.71,NA,0.09,5870,0.0229695652173913
"2155",2004-03-30 18:00:00,1.74,NA,0.05,5870,0.0229695652173913
"2156",2004-03-30 19:00:00,0.93,NA,0,5870,0.0229695652173913
"2157",2004-03-30 20:00:00,2.89,NA,0,5870,0.0229695652173913
"2158",2004-03-30 21:00:00,0.65,NA,0,5870,0.0229695652173913
"2159",2004-03-30 22:00:00,0.58,NA,0,5870,0.0229695652173913
"2160",2004-03-30 23:00:00,0.36,NA,0,5870,0.0229695652173913
"2161",2004-03-31 00:00:00,0.52,NA,0,5870,0.0229695652173913
"2162",2004-03-31 01:00:00,0.39,NA,0,5870,0.0229695652173913
"2163",2004-03-31 02:00:00,0.23,NA,0,5870,0.0229695652173913
"2164",2004-03-31 03:00:00,0.04,NA,0,5870,0.0229695652173913
"2165",2004-03-31 04:00:00,0,NA,0,5870,0.0229695652173913
"2166",2004-03-31 05:00:00,0,NA,0,5870,0.0229695652173913
"2167",2004-03-31 06:00:00,0,NA,0,5870,0.0229695652173913
"2168",2004-03-31 07:00:00,0,NA,0.05,5870,0.0229695652173913
"2169",2004-03-31 08:00:00,0.01,NA,0.09,5870,0.0229695652173913
"2170",2004-03-31 09:00:00,0,NA,0.11,5870,0.0229695652173913
"2171",2004-03-31 10:00:00,0.01,NA,0.14,5870,0.0229695652173913
"2172",2004-03-31 11:00:00,0,NA,0.15,5870,0.0229695652173913
"2173",2004-03-31 12:00:00,0.06,NA,0.16,5919,0.0231613043478261
"2174",2004-03-31 13:00:00,0,NA,0.16,6057,0.0237013043478261
"2175",2004-03-31 14:00:00,0,NA,0.15,6198,0.0242530434782609
"2176",2004-03-31 15:00:00,0.03,NA,0.14,6339,0.0248047826086957
"2177",2004-03-31 16:00:00,0,NA,0.11,6479,0.0253526086956522
"2178",2004-03-31 17:00:00,0,NA,0.09,6620,0.025904347826087
"2179",2004-03-31 18:00:00,0,NA,0.05,6760,0.0264521739130435
"2180",2004-03-31 19:00:00,0,NA,0,6901,0.0270039130434783
"2181",2004-03-31 20:00:00,0,NA,0,7041,0.0275517391304348
"2182",2004-03-31 21:00:00,0,NA,0,7182,0.0281034782608696
"2183",2004-03-31 22:00:00,0,NA,0,7323,0.0286552173913044
"2184",2004-03-31 23:00:00,0,NA,0,7463,0.0292030434782609
"2185",2004-04-01 00:00:00,0,NA,0,7604,0.0297547826086957
"2186",2004-04-01 01:00:00,0,NA,0,7744,0.0303026086956522
"2187",2004-04-01 02:00:00,0,NA,0,7880,0.0308347826086957
"2188",2004-04-01 03:00:00,0,NA,0,7915,0.0309717391304348
"2189",2004-04-01 04:00:00,0,NA,0,7909,0.0309482608695652
"2190",2004-04-01 05:00:00,0,NA,0,7904,0.0309286956521739
"2191",2004-04-01 06:00:00,0,NA,0,7897,0.0309013043478261
"2192",2004-04-01 07:00:00,0,NA,0.06,7892,0.0308817391304348
"2193",2004-04-01 08:00:00,0,NA,0.11,7886,0.0308582608695652
"2194",2004-04-01 09:00:00,0,NA,0.14,7880,0.0308347826086957
"2195",2004-04-01 10:00:00,0,NA,0.17,7874,0.0308113043478261
"2196",2004-04-01 11:00:00,0,NA,0.2,7868,0.0307878260869565
"2197",2004-04-01 12:00:00,0,NA,0.21,7862,0.030764347826087
"2198",2004-04-01 13:00:00,0,NA,0.21,7851,0.0307213043478261
"2199",2004-04-01 14:00:00,0,NA,0.2,7838,0.0306704347826087
"2200",2004-04-01 15:00:00,0,NA,0.17,7825,0.0306195652173913
"2201",2004-04-01 16:00:00,0,NA,0.14,7812,0.0305686956521739
"2202",2004-04-01 17:00:00,0,NA,0.11,7799,0.0305178260869565
"2203",2004-04-01 18:00:00,0,NA,0.06,7786,0.0304669565217391
"2204",2004-04-01 19:00:00,0,NA,0,7773,0.0304160869565217
"2205",2004-04-01 20:00:00,0,NA,0,7760,0.0303652173913043
"2206",2004-04-01 21:00:00,0,NA,0,7747,0.030314347826087
"2207",2004-04-01 22:00:00,0,NA,0,7734,0.0302634782608696
"2208",2004-04-01 23:00:00,0,NA,0,7721,0.0302126086956522
"2209",2004-04-02 00:00:00,0,NA,0,7708,0.0301617391304348
"2210",2004-04-02 01:00:00,0,NA,0,7695,0.0301108695652174
"2211",2004-04-02 02:00:00,0,NA,0,7682,0.03006
"2212",2004-04-02 03:00:00,0,NA,0,7669,0.0300091304347826
"2213",2004-04-02 04:00:00,0,NA,0,7656,0.0299582608695652
"2214",2004-04-02 05:00:00,0,NA,0,7643,0.0299073913043478
"2215",2004-04-02 06:00:00,0,NA,0,7630,0.0298565217391304
"2216",2004-04-02 07:00:00,0,NA,0.07,7617,0.029805652173913
"2217",2004-04-02 08:00:00,0,NA,0.13,7604,0.0297547826086957
"2218",2004-04-02 09:00:00,0,NA,0.17,7591,0.0297039130434783
"2219",2004-04-02 10:00:00,0,NA,0.2,7578,0.0296530434782609
"2220",2004-04-02 11:00:00,0,NA,0.23,7565,0.0296021739130435
"2221",2004-04-02 12:00:00,0,NA,0.25,7552,0.0295513043478261
"2222",2004-04-02 13:00:00,0,NA,0.25,7538,0.0294965217391304
"2223",2004-04-02 14:00:00,0,NA,0.23,7526,0.0294495652173913
"2224",2004-04-02 15:00:00,0,NA,0.2,7513,0.0293986956521739
"2225",2004-04-02 16:00:00,0,NA,0.17,7500,0.0293478260869565
"2226",2004-04-02 17:00:00,0,NA,0.13,7487,0.0292969565217391
"2227",2004-04-02 18:00:00,0,NA,0.07,7473,0.0292421739130435
"2228",2004-04-02 19:00:00,0,NA,0,7460,0.0291913043478261
"2229",2004-04-02 20:00:00,0,NA,0,7447,0.0291404347826087
"2230",2004-04-02 21:00:00,0,NA,0,7434,0.0290895652173913
"2231",2004-04-02 22:00:00,0,NA,0,7421,0.0290386956521739
"2232",2004-04-02 23:00:00,0,NA,0,7409,0.0289917391304348
"2233",2004-04-03 00:00:00,0,NA,0,7396,0.0289408695652174
"2234",2004-04-03 01:00:00,0,NA,0,7383,0.02889
"2235",2004-04-03 02:00:00,0,NA,0,7370,0.0288391304347826
"2236",2004-04-03 03:00:00,0,NA,0,7357,0.0287882608695652
"2237",2004-04-03 04:00:00,0,NA,0,7343,0.0287334782608696
"2238",2004-04-03 05:00:00,0,NA,0,7330,0.0286826086956522
"2239",2004-04-03 06:00:00,0,NA,0,7317,0.0286317391304348
"2240",2004-04-03 07:00:00,0,NA,0.07,7304,0.0285808695652174
"2241",2004-04-03 08:00:00,0,NA,0.12,7291,0.02853
"2242",2004-04-03 09:00:00,0,NA,0.15,7278,0.0284791304347826
"2243",2004-04-03 10:00:00,0,NA,0.18,7265,0.0284282608695652
"2244",2004-04-03 11:00:00,0,NA,0.21,7252,0.0283773913043478
"2245",2004-04-03 12:00:00,0,NA,0.22,7239,0.0283265217391304
"2246",2004-04-03 13:00:00,0,NA,0.22,7226,0.028275652173913
"2247",2004-04-03 14:00:00,0,NA,0.21,7213,0.0282247826086957
